name,prompt,negative_prompt
"Painting | Graffiti","Graffiti aerosol painting art style, bold composition, vibrant colors, mural, urban aesthetic, hip hop culture","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Grimdark","Grimdark painting art style, dark and brooding composition, dramatic lighting, captures the sinister and macabre atmosphere","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Impasto","impasto painting art style, thick and textured brushwork, vibrant colors, tactile quality, expressive strokes, dynamic compositions, bold contrasts, dramatic lighting effects, immersive texture, professional-grade finish, adds depth and dimension, creates visual interest","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Impressionism Painting Style","Impressionism painting art style, loose brushwork, captures the fleeting effects of light and atmosphere","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Magic Realism","Magic realism painting art style, surreal compositions, vibrant colors, blurs the line between reality and fantasy","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Marouflage","Marouflage painting art style, canvas mounted on rigid support, traditional technique, professional-grade execution, stable presentation, classic aesthetic, enhanced durability, fine art craftsmanship","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Oil Painting","oil painting art style, rich colors, lush textures, expressive brushwork, blendable layers, dynamic compositions, professional-grade finish, versatile medium, timeless elegance, immersive depth, vibrant hues, intricate detailing, adds depth and dimension","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Palette Knife","palette knife painting art style, bold textures, impasto effects, expressive strokes, vibrant colors, dynamic compositions, professional-grade finish, adds depth and dimension, creates tactile quality, immersive texture, contemporary aesthetic","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Pointillism","Pointillism art style, uses dots of color to create images, optical blending creates vibrant and textured surfaces","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, JPEG artifacts"
"Painting | Pointillism Modern","Modern Pointillism painting style, contemporary dot technique, vibrant color blending, optical mixing effects, dynamic compositions, professional-grade execution, textured surfaces, artistic innovation","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Renaissance","oil painting art style from Renaissance period, masterful composition, Renaissance mood, renaissance oil painting, brush strokes","painting frame, signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Retrofuturism","Retrofuturism painting art style, nostalgic composition, combines retro aesthetics with futuristic elements","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Sumi-e Painting","Sumi-e painting style, traditional Japanese ink wash painting, emphasizes simplicity and elegance, expressive brushwork, captures the essence of the subject with minimal strokes, meditative and reflective","Japanese writing, Chinese writing, chinese stamp, signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Tempera","Tempera painting art style, traditional egg-based paint, matte finish, vibrant colors, precise detailing, historical technique, professional-grade execution, classic aesthetic, layered depth, timeless elegance","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Ukiyo-e","Ukiyo-e Japanese woodblock print style, traditional flat colors, bold outlines, elegant compositions, cultural heritage, serene landscapes, graceful figures, professional-grade execution, timeless aesthetic","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Watercolor","Watercolor painting art style, transparent and delicate layers, luminous and ethereal effects, spontaneous and fluid compositions, subtle gradients and blending, captures light and atmosphere, creates soft and dreamy scenes","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Watercolor > Cartoon","Cartoon watercolor painting style, playful cartoon character, dynamic composition, whimsical expression, soft and fluid texture, adds charm and personality, subtle gradients and blending, captures light and atmosphere, creates soft and dreamy scenes, watercolor texture","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Painting | Watercolor on White Background","Watercolor painting art style, isolated on solid white background, transparent and delicate layers, luminous and ethereal effects,  subtle gradients and blending, captures light and atmosphere, creates soft and dreamy scenes","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"||| Illustrations","Illustration art style","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Illustration | Anime","anime art style, anime digital art, expressive anime art, dynamic composition, anime style, vibrant, studio anime, highly detailed","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Illustration | Anime > Akira Toriyama","Akira Toriyama anime art style, bold character designs, dynamic action poses, clean linework, expressive facial features, detailed mechanical designs, vibrant colors, adventurous atmosphere, iconic shonen aesthetics, energetic composition","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Illustration | Anime > Atsushi Ohkubo","Atsushi Ohkubo anime art style, Soul Eater manga aesthetic, bold stylized character designs, dynamic angular compositions, gothic and whimsical elements, high-contrast black and white, energetic action poses, unique visual flair, playful yet dark atmosphere, distinctive artistic signature","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Illustration | Anime > CLAMP","CLAMP anime art style, elegant elongated character designs, intricate costume details, flowing hair, decorative patterns, ethereal atmosphere, graceful poses, detailed linework, fantasy aesthetics, romantic and mystical themes","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Illustration | Anime > CLAMP Expanded","CLAMP expanded anime art style, elegant elongated character designs, intricate flowing costumes, decorative floral patterns, ethereal magical atmosphere, graceful dynamic poses, detailed ornamental linework, fantasy and romance themes, soft luminous coloring, mystical and sophisticated aesthetic","signature, watermark, photo, photorealistic, realism, ugly, off-center, deformed, 35mm film, dslr, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
